isbn13,title,authors,publication_date
9780451452580,Dealing in Futures,Joe Haldeman,11/1/1993
9780380405190,Study War No More: A Selection of Alternatives,Joe Haldeman/William Nabors/Harry Harrison/Damon Knight/Harlan Ellison/Ben Bova/Poul Anderson/Isaac Asimov/Mack Reynolds/Alec Effinger,10/1/1978
9780451456816,Not of Woman Born,Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg,3/1/1999
9780380716821,Worlds Apart (Worlds 2),Joe Haldeman,6/28/1992
9781421508504,Train_man  Volume 3 (Train_man),Hidenori Hara/Hitori Nakano,2/13/2007
9780618497423,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,10/14/2004
9780060584757,Mystic River,Dennis Lehane,2/1/2001
9780593047507,Mystic River,Dennis Lehane,3/5/2001
9780061139673,Coronado: Stories,Dennis Lehane,8/8/2006
9780380730360,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,5/2/2000
9780156029025,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,9/15/2003
9780380731862,Shutter Island,Dennis Lehane,4/27/2004
9780618258079,The Best American Mystery Stories 2002,James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton,10/15/2002
9780446698870,The Black Dahlia (L.A. Quartet  #1),James Ellroy,8/16/2006
9780060582500,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,9/5/2006
9780865344921,Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,10/30/2005
9781585004843,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,12/19/1999
9780385339469,Triptych (Will Trent  #1),Karin Slaughter,8/15/2006
9780380820887,Blindsighted (Grant County  #1),Karin Slaughter,10/1/2002
9780060534042,Kisscut (Grant County  #2),Karin Slaughter,9/30/2003
9780385339476,Beyond Reach (Grant County  #6),Karin Slaughter,7/31/2007
9780060534059,A Faint Cold Fear (Grant County  #3),Karin Slaughter,7/27/2004
9780440242918,Faithless (Grant County  #5),Karin Slaughter,7/25/2006
9780060583316,Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,5/26/2015
9780099462255,Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,6/3/2004
9781593553944,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,5/11/2004
9781860428784,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,10/1/2004
9781567408348,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,7/8/1999
9781593555580,Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,4/10/2004
9781590860625,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,5/17/2002
9781590864098,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,5/11/2004
9781593555191,One Shot (Jack Reacher  #9),Lee Child/Dick Hill,6/14/2005
9780739340677,Bad Luck and Trouble (Jack Reacher  #11),Lee Child,5/15/2007
9781423319610,The Enemy (Jack Reacher  #8),Lee Child,4/28/2007
9781860429163,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,5/1/2002
9781423319528,Echo Burning (Jack Reacher  #5),Lee Child,2/28/2007
9781593358723,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,11/25/2004
9781593354749,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,6/10/2004
9781593555603,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,11/25/2004
9781593357382,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,11/25/2004
9781593353155,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,6/10/2004
9780813191515,Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,10/1/2005
9780785265436,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,12/16/2001
9781400095285,Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,5/10/2005
9780843954524,Blood Moon Over Bengal,Morag McKendrick Pippin,10/1/2004
9780843955828,Blood Moon Over Britain,Morag McKendrick Pippin,12/1/2005
9780345442635,The Silent Gondoliers,William Goldman,1/2/2001
73999768442,The Season: A Candid Look at Broadway,William Goldman,7/1/2004
9780446300001,Heat,William Goldman,9/1/1986
9780440187356,Tinsel,William Goldman,6/15/1980
73999254907,William Goldman: Four Screenplays,William Goldman,5/1/2000
9780345418265,The Princess Bride,William Goldman,7/15/2003
9780679734789,Hype and Glory,William Goldman/P. Gethers,3/13/1991
9788427030978,La princesa prometida,William Goldman,6/14/2005
9780345439734,Boys and Girls Together,William Goldman,7/31/2001
9780553053197,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,11/1/1988
9780151730858,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,9/1/1973
9781593153571,Creepers,David Morrell,9/26/2005
9780446691901,The Totem,David Morrell,4/1/2003
9780446691925,The League of Night and Fog (Mortalis  #3),David Morrell,4/1/2003
9781593154417,Scavenger (Frank Balenger  #2),David Morrell,3/13/2007
9780747238911,The Fraternity of the Stone (Mortalis  #2),David Morrell,7/16/1992
9780747238904,The Brotherhood of the Rose (Mortalis  #1),David Morrell,7/16/1992
9780446530682,The Protector (Cavanaugh #1),David Morrell,5/19/2003
9780446600705,Assumed Identity,David Morrell,9/1/1994
9782253172284,Double Image,David Morrell,4/10/2002
9782253060703,La Cinquième profession,David Morrell,6/1/1992
9780061126574,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,7/25/2006
9780792734758,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,2/1/2005
9780060759254,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,1/25/2005
9780553455809,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,5/18/1998
9780553477481,Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,5/1/1996
9780553452112,The Day Before Midnight,Stephen Hunter/Philip Bosco,12/1/1989
9780743500265,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,6/1/2000
9780739344248,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,1/9/2007
9781570421921,Dirty White Boys,Stephen Hunter/Will Patten,5/1/2006
9783423129862,Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,7/1/2002
9781594832284,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,5/30/2006
9781423330417,Relic (Pendergast #1),Douglas Preston/Lincoln Child,2/25/2007
9781594839412,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,8/28/2007
9781593977795,Tyrannosaur Canyon,Douglas Preston/Scott Sowers,8/23/2005
9780679433729,Waterworks,E.L. Doctorow/Sam Waterston,5/31/1994
9780739303405,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,2/11/2003
9780525936138,King Icahn,Mark      Stevens/Carol Bloom Stevens,6/1/1993
9780345441706,The Sicilian,Mario Puzo,5/1/2001
9780345441690,The Dark Arena,Mario Puzo,5/1/2001
9780345432407,Omerta,Mario Puzo,5/1/2001
9780451160195,Fools Die,Mario Puzo,10/1/1979
9780451217400,The Godfather,Mario Puzo/Peter Bart/Robert Thompson,10/4/2005
9780345476722,The Fortunate Pilgrim,Mario Puzo,9/28/2004
9781401203573,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,12/1/2004
9781401200688,Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,5/1/2003
9780743444040,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,4/1/2003
9780425198056,The London Blitz Murders (Disaster Series  #5),Max Allan Collins,5/4/2004
9780843955934,The Last Quarry (Quarry #7),Max Allan Collins,8/1/2006
9780743496650,Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,9/1/2006
9780425213650,A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,5/1/2007
9780425204016,The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,7/5/2005
9780743211376,From a Buick 8,Stephen King,9/24/2002
9780375415807,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,6/9/2000
9780345418951,Jurassic Park,Michael Crichton,6/23/1997
9780394479873,Binary,John Lange,12/31/1972
9782266070072,Un train d'or pour la Crimée,Michael Crichton,1/13/1999
9780300098259,The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,8/11/2003
9781400044870,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,9/19/2006
9780446699006,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,2/1/2007
9780786884407,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,8/15/2001
9780470043608,Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes,2/1/2007
9781569752296,Patriots (The Coming Collapse),James Wesley,4/7/2009
9780674961876,The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,6/10/2006
9780679750543,Culture and Imperialism,Edward W. Said,5/31/1994
9788493464264,La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama,7/1/2007
9780321350312,Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,4/20/2006
9780735711020,Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,11/15/2001
9780143037835,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,9/5/2006
9781572704497,And Then There Were None,Agatha Christie/Hugh Fraser,10/15/2004
9781400064892,The Wild Trees: A Story of Passion and Daring,Richard   Preston,8/23/2007
9780743245920,The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,10/28/2003
9781400034697,Strange Pilgrims,Gabriel García Márquez,11/14/2006
9781400034949,Doce cuentos peregrinos,Gabriel García Márquez,11/14/2006
9780316011839,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,10/4/2006
9780316910330,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,4/1/2002
9780316912129,All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,5/7/2003
9780316735162,You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,10/6/2004
9780060898656,The Zero,Jess Walter,8/29/2006
9780285635944,Zero: The Biography of a Dangerous Idea,Charles Seife,10/12/2000
9781932450750,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,8/1/2004
9780767906289,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,12/18/2007
9781416534426,Year Zero,Jeff Long,7/1/2006
9780441013678,Count Zero (Sprawl  #2),William Gibson,3/7/2006
9780345490094,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,2/28/2006
9780552153577,Bravo Two Zero,Andy McNab,11/1/2005
9780142501559,This Lullaby,Sarah Dessen,3/8/2004
9780060875077,Lullabies for Little Criminals,Heather O'Neill,10/17/2006
9780531071663,Hush! A Thai Lullaby,Minfong Ho/Holly Meade,3/1/2000
9780752817002,Lullaby Town (Elvis Cole  #3),Robert Crais,4/1/2008
9781586633714,The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,1/10/2002
9780471377580,The Iliad,Homer,10/28/1999
9780373192823,The Princess Bride (Long  Tall Texans  #15),Diana Palmer,1/23/1998
9780373124183,The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,8/25/2004
9780373246472,The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,10/25/2004
9780060561185,The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,11/28/2006
9780440416777,Stargirl (Stargirl  #1),Jerry Spinelli,5/11/2004
9780375813757,Love  Stargirl (Stargirl  #2),Jerry Spinelli,8/14/2007
9781583372920,Stargirl LitPlans on CD,Mary B. Collins,9/15/2005
9780786815937,Son of the Mob (Son of the Mob  #1),Gordon Korman,9/1/2004
9780786809196,Hollywood Hustle (Son of the Mob  #2),Gordon Korman,4/1/2006
9780767906890,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,9/9/2003
9788489746152,El ojo de fuego,Lewis Perdue,2/1/2007
9781933771137,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,4/10/2007
9781593761226,The Soloist,Nicholas Christopher,11/27/2006
9789833346684,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,7/1/2006
9780701169695,Memoirs of a Geisha,Arthur Golden,10/5/2000
9780099282648,Survivor,Chuck Palahniuk,8/3/2000
9781400032815,Diary,Chuck Palahniuk,9/14/2004
9780385517874,Rant,Chuck Palahniuk,5/1/2007
9780976631156,Clown Girl,Monica Drake/Chuck Palahniuk,1/4/2007
9780099422686,Choke,Chuck Palahniuk,8/1/2002
9781400032822,Haunted,Chuck Palahniuk,4/11/2006
9781400047833,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,7/8/2003
9780739302866,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,5/10/2005
9780224063029,Nonfiction,Chuck Palahniuk,8/5/2004
9780224064453,Haunted,Chuck Palahniuk,5/1/2005
9782070756278,Survivant,Chuck Palahniuk/Freddy Michalski,2/4/2001
9789879397503,Fantasmas,Chuck Palahniuk/Javier Calvo,8/28/2006
9788439711865,Error humano,Chuck Palahniuk/Javier Calvo,5/31/2005
9780743231510,Life After God,Douglas Coupland,7/1/2002
9781550548181,City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,5/1/2003
9781553651529,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,8/4/2005
9780007117536,All Families Are Psychotic,Douglas Coupland,7/1/2002
9780743231534,Shampoo Planet,Douglas Coupland,3/1/2008
9780425190449,All Tomorrow's Parties (Bridge  #3),William Gibson,2/4/2003
9780399154300,Spook Country (Blue Ant  #2),William Gibson,8/7/2007
9780060539825,Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,7/29/2003
9780425190456,Idoru (Bridge #2),William Gibson,1/7/2003
9780140157727,Virtual Light (Bridge  #1),William Gibson,10/26/1996
9781892391186,Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,9/1/2004
9780485006070,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,9/13/2001
9780060732981,The Neil Gaiman Audio Collection,Neil Gaiman,8/31/2004
9780060587031,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,9/26/2006
9781563893339,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,12/1/1997
9781569719367,Creatures of the Night,Neil Gaiman/Michael Zulli,12/27/2004
9780785110675,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,11/15/2006
9781563892677,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,6/1/1996
9781563891892,The Mystery Play,Grant Morrison/Jon J. Muth,8/1/1995
9781401209339,Kid Eternity,Grant Morrison/Duncan Fegredo,2/1/2006
9780785108115,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,9/27/2006
9781401209254,Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,1/4/2006
9781563890345,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4/17/2000
9781401200138,The Filth,Grant Morrison/Chris Weston/Gary Erskine,6/1/2004
9781401212025,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4/1/2007
9781563893698,JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,4/1/1997
9781563890284,Batman: Gothic,Grant Morrison/Klaus Janson,7/1/1998
9781563896316,JLA: Earth 2,Grant Morrison/Frank Quitely,10/1/2000
9780785123262,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,12/6/2006
9780312339920,Superfolks,Robert  Mayer/Grant Morrison,3/9/2005
9781563894534,Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,12/31/1998
9781401204259,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,1/11/2005
9789872249755,JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,11/25/2005
9781401209995,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,8/30/2006
9780785113454,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,11/15/2006
9781401200190,The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,12/1/2002
9781563897283,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,8/1/2001
9780689869037,Invisible,Pete Hautman,11/28/2006
9781563894442,The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,2/1/1998
9781563896002,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,2/1/2000
9781931882200,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,9/15/2005
9781563894893,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,3/1/1999
9780262681353,The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,2/22/2002
9781563894817,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,2/1/1999
9781563895685,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,9/1/1999
9781563897221,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,7/1/2001
9781563896279,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,9/1/2000
9781563899539,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4/1/2003
9781401202170,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,6/1/2004
9781563899881,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,12/1/2003
9781563898945,Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,11/1/2002
9781400076857,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,6/14/2005
9780141011110,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,2/24/2005
9780691120270,The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,11/21/2004
9780736697507,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,2/24/2004
9781932857191,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,10/1/2005
9781932857009,Under the Influence: The Disinformation Guide to Drugs,Preston Peet,1/1/2004
9780966410075,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,4/1/2001
9780393978674,The Origin of Species,Charles Darwin/Philip Appleman,3/15/2002
9780060843373,Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,11/1/2005
9780451529060,The Origin of Species,Charles Darwin/Julian Huxley,9/2/2003
9780785819110,The Origin of Species,Charles Darwin,5/1/2004
9780679731184,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,4/30/1996
9780486434148,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,6/4/2004
9780385423755,On the Origins of War and the Preservation of Peace,Donald Kagan,1/1/1996
9780805242256,The Origins of Totalitarianism,Hannah Arendt,3/1/2004
9780618057078,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,8/15/2000
9780744002539,Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,4/9/2003
9780807050736,Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman,9/1/1993
9780061196676,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,2/6/2007
9780521855266,Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson,10/1/2005
9780933121294,"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,12/1/1991
9780029221303,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,9/15/1986
9780842383677,The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,12/17/2003
9780393327069,Country of Origin,Don  Lee,4/17/2005
9780060957605,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,7/8/2003
9780812696066,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,10/25/2006
9780664229832,The Gospel According to the Beatles,Steve Turner,8/3/2006
9781596911048,JPod,Douglas Coupland,5/16/2006
9781888451702,Hairstyles of the Damned,Joe Meno,9/1/2004
9780385488372,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson,7/13/1998
9780385488358,Merlin's Tour of the Universe,Neil deGrasse Tyson,7/14/1997
9780393062243,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,1/17/2007
9780967575605,Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,10/1/2003
9780340827215,The Dark Tower (The Dark Tower #7),Stephen King,9/21/2004
9780670032549,The Gunslinger,Stephen King,6/23/2003
9781413900200,Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,12/29/2003
9780822309321,Gunslinger,Ed Dorn,8/22/1989
9780765341136,Wasteland of Flint,Thomas Harlan,2/1/2004
9781932664591,Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten,4/20/2010
9780071433716,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks,2/4/2004
9780842358934,Sit  Walk  Stand,Watchman Nee,11/4/1977
9781416507680,Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno,10/31/2006
9780765316929,Voices From the Street,Philip K. Dick,1/23/2007
9780806523798,The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.,5/1/2002
9781857983418,Flow My Tears  the Policeman Said,Philip K. Dick,11/8/2001
9781400030064,The Crack in Space,Philip K. Dick,3/8/2005
9788498000832,Ubik,Philip K. Dick/David Alabort/Manuel Espín,5/1/2006
9780345253590,The Best of Philip K. Dick,Philip K. Dick/John Brunner,2/12/1978
9781400030125,Vulcan's Hammer,Philip K. Dick,8/10/2004
9781933110455,Carly's Sound,Ali Vali,6/1/2006
9781844670536,The System of Objects,Jean Baudrillard/James Benedict,1/17/2006
9781845203344,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,12/1/2005
9781840460872,Introducing Baudrillard,Chris Horrocks/Zoran Jevtić,8/13/1997
9780806509020,Existentialism and Human Emotions,Jean-Paul Sartre,12/1/2000
9780141185491,Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick,11/30/2000
9780553251616,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,1/1/1985
9780872205543,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,6/1/2001
9780743255905,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins,8/7/2006
9780767907811,Bookends,Jane Green,5/27/2003
9780140276909,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green,8/6/1998
9780613997638,Open House,Elizabeth Berg,5/1/2001
9781886230354,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,6/1/2001
9780679764410,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,4/7/1998
9780425183762,Line Of Vision,David Ellis,2/5/2002
9780452287143,The Other Woman,Jane Green,6/6/2006
9780380781362,No Other Woman (No Other  #2),Shannon Drake,6/1/1996
9780373713448,The Other Woman (Dundee  Idaho  #7),Brenda Novak,5/9/2006
9781562802349,The Other Woman,Ann  O'Leary,4/28/1999
9780380792047,Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,3/9/1999
9781591162025,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,1/14/2004
9783453189348,Pusteblume,Marian Keyes,5/1/2001
9788497936736,¿Quién te lo ha contado?,Marian Keyes,12/30/2005
9782714438133,Une vie de rêve,Marian Keyes,5/4/2005
9781400002214,Por los pelos,Marian Keyes,9/17/2002
9780141007472,Under the Duvet,Marian Keyes,7/28/2009
9788497599177,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3/30/2003
9783548603254,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,4/1/2003
